ResponseId,a_fiscal_year,a_jurisdiction,a_service,qam01,qam02,qam03,qam04,qam05,qam06,qam07,qam08,qam09,qam10,qam11,qam12,qam13,qam14,qam15,qam16,qam17,qam18,qhr36,qhr37,qec40,qec41,qfs45,qfs46,qfm71,qfm72,qpr36,qpr37,qps42,qps43,qre29,qre30,qrr13,qrr14,qyw11,qyw12,qhr01,qhr02,qhr03,qhr04,qhr05,qhr06,qhr07,qhr08,qhr09,qhr10,qhr11,qhr12,qhr13,qhr14,qhr15,qhr16,qhr17,qhr18,qhr19,qhr20,qhr21,qhr22,qhr23,qhr24,qhr25,qhr26,qhr27,qhr28,qhr29,qhr30,qhr31,qhr32,qhr33,qhr34,qhr35,qec01,qec02,qec03,qec04,qec05,qec06,qec07,qec08,qec09,qec10,qec11,qec12,qec13,qec14,qec15,qec16,qec17,qec18,qec19,qec20,qec21,qec22,qec23,qec24,qec25,qec26,qec27,qec28,qec29,qec30,qec31,qec32,qec33,qec34,qec35,qec36,qec37,qec38,qec39,qfs01,qfs02,qfs03,qfs04,qfs05,qfs06,qfs07,qfs08,qfs09,qfs10,qfs11,qfs12,qfs13,qfs14,qfs15,qfs16,qfs17,qfs18,qfs19,qfs20,qfs21,qfs22,qfs23,qfs24,qfs25,qfs26,qfs27,qfs28,qfs29,qfs30,qfs31,qfs32,qfs33,qfs34,qfs35,qfs36,qfs37,qfs38,qfs39,qfs40,qfs41,qfs42,qfs43,qfs44,qfm01,qfm02,qfm03,qfm04,qfm05,qfm06,qfm07,qfm08,qfm09,qfm10,qfm11,qfm12,qfm13,qfm14,qfm15,qfm16,qfm17,qfm18,qfm19,qfm20,qfm21,qfm22,qfm23,qfm24,qfm25,qfm26,qfm27,qfm28,qfm29,qfm30,qfm31,qfm32,qfm33,qfm34,qfm35,qfm36,qfm37,qfm38,qfm39,qfm40,qfm41,qfm42,qfm43,qfm44,qfm45,qfm46,qfm47,qfm48,qfm49,qfm50,qfm51,qfm52,qfm53,qfm54,qfm55,qfm56,qfm57,qfm58,qfm59,qfm60,qfm61,qfm62,qfm63,qfm64,qfm65,qfm66,qfm67,qfm68,qfm69,qfm70,qpr01,qpr02,qpr03,qpr04,qpr05,qpr06,qpr07,qpr08,qpr09,qpr10,qpr11,qpr12,qpr13,qpr14,qpr15,qpr16,qpr17,qpr18,qpr19,qpr20,qpr21,qpr22,qpr23,qpr24,qpr25,qpr26,qpr27,qpr28,qpr29,qpr30,qpr31,qpr32,qpr33,qpr34,qpr35,qps01,qps02,qps03,qps04,qps05,qps06,qps07,qps08,qps09,qps10,qps11,qps12,qps13,qps14,qps15,qps16,qps17,qps18,qps19,qps20,qps21,qps22,qps23,qps24,qps25,qps26,qps27,qps28,qps29,qps30,qps31,qps32,qps33,qps34,qps35,qps36,qps37,qps38,qps39,qps40,qps41,qre01,qre02,qre03,qre04,qre05,qre06,qre07,qre08,qre09,qre10,qre11,qre12,qre13,qre14,qre15,qre16,qre17,qre18,qre19,qre20,qre21,qre22,qre23,qre24,qre25,qre26,qre27,qre28,qrr01,qrr02,qrr03,qrr04,qrr05,qrr06,qrr07,qrr08,qrr09,qrr10,qrr11,qrr12,qyw01,qyw02,qyw03,qyw04,qyw05,qyw06,qyw07,qyw08,qyw09,qyw10
R_8mLvOu5ccB4ezDe,2024,Raleigh,Recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18208,,,4989,1756,10777,686,375,,,,,2,24.96,2756,194896,188262,125221,,,1418046,125221,29.91,4174,157,,3,35,,,,,,,,,,,,,,,,,,,,,,
R_7OZjTrjZDSipGcF,2024,Raleigh,Fire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61554,3592,2385,194,1191,1441,2994,390,121,735,1344.6,,,217,103,420,684,1960,97,1484419037,103,36,,,805,158,34651,13874,5220,43.18,,47219,47104,29176,8432,119537,1078962,,134,0,37,556,38,2869268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_5fSIMU3jicnvn0h,2024,Raleigh,Parks and Recreation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6308.21,115,124.07,38,8,82,192,4,879,9.39,4,5,5,2,2631.14,7667.66,28,1,2456567,40537,310577,525744,6625,3.38,3.89,30,47,44,132,1612,12519,444,782375,13279648,12821508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_8ofXMpKQG6Er7JD,2024,Raleigh,Yard Waste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51422,125221,140738,2080,2351,168,8,0,,43
R_8gqjLpeiOil4DHr,2024,Raleigh,Asphalt Maintenance,2147,1147.72,79.4,1129.6,0,562,2195,2136,920,3227,37941.6,66,0,0,29.4,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2DzPkqirBtL2UcW,2024,Raleigh,Emergency Communications,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540606,270426,2056,242020,86.9,91.28,86.43,713548,86554,125995,290102,15660,80839,35.27,72.53,72.21,,136,17.5,296022,18847,16,1,6,0,2267,785,0,2740,41,65,13,15,63,640,1815,24,108,1874444.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3twWy8v0tuSzh1H,2024,Raleigh,Residential Refuse Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95535,,125221,5720,365404,6843,257,40166002,5233179,1,10,67,,,,,,,,,,
R_7wt253nzLzy3EWY,2024,Hickory,Emergency Communications,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15043,107859,36,21016,95.75,99.97,98.41,103029,,,,2210,4219,,,,,205,,10418,2,,,1,,,,264,,1,0,0,0,4,308,13,0,15,35121.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_6eDyT1qOiaucasw,2024,Hickory,Recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2419.31,3975.63,68.81,154.2,,,62.35,,,,,6.46,,18,19,,13012,13162,74.5,9693.94,0,13012,34.06,,200,0,,0.77,,,,,,,,,,,,,,,,,,,,,,
R_7R1NyGPsWi3gI3T,2024,Hickory,Residential Refuse Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12888.66,3361.92,13204,32,,200,125,4400000,994005.52,0,,4.57,,,,,,,,,,
R_1siuralHIUEOVL2,2024,Chapel Hill,Fire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6013,120,65,15,23,40,62,187,98,381,666,,,124,109,707,910,7,15,10152275,4,1,,,,,1029,11127,0,55,68,2210,1245,,,307128,263287,14713,3,0,7,80,10,972453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1gpzDlsclXE0s7t,2024,Hickory,Yard Waste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9447.67,14525,,16,500,200,,80000,0,10.67
R_57syZdaM6VHHAUG,2024,Hickory,Asphalt Maintenance,482.46,241.23,80,178.51,28.95,276,276,,,,312.56,78,,,15.92,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_7ZVnuoCgR1c6knl,2024,Hickory,Police Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,8,2,29,6,177,1009,101,581,186,234,0,0,2,109,366,115,373,442,289,287,69,297,5065,5561,3121,937,1144,103029,55187,10253,2899,205,988,2,25,8,0,122,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_7KBg2lfX6RrXlJ3,2024,Hickory,Human Resources,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,692,7,36,0,38,105.87,42.33,36.77,65,0,,,,,,,,127,0,105,0,19,0,,,836,2824,86,5,,2,699,7,255356.52,2028721.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_7TsBdxac2PKWPCJ,2024,Goldsboro,Human Resources,,,,,,,,,,,,,,,,,,,683280.47,165011.92,,,,,,,,,,,,,,,,,489,12,74,56,8,124,46,193,43,47,96.5,87,,,,0,0,72,3,70,2,10,0,9,26,1033,557,26,2.5,2.5,0,496,6,2862242.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_5xFqcAH9SwuPTLW,2024,Chapel Hill,Yard Waste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6035,12227,50822,18,104,181,0,54436.44,30,17.25
R_3GP27X66qE7j6x7,2024,Chapel Hill,Residential Refuse Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6621,160.51,12227,27,71452,251,295,21030,377397,30,0,14.65,,,,,,,,,,
R_5nT87V4sLzFi6P7,2024,Chapel Hill,Fleet Maintenance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,101,110,16,0,5,4,13,32,30,234.98,922.6,1356.87,148.61,0,38.08,135.52,367.71,2449.1,350.52,128,216,291,54,0,11,20,85,407,129,525437,793487,71674,0,15998,17191,69030,183288,3604,9412,22653,23488,1903,0,1201,103,1322,5516,3059,11,11,9,11,0,11,11,11,9,11,125,2963,10,446,915109,7037,1266,533,135,5.5,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_6f7CNiZ6BDR54Vo,2024,Gastonia,Human Resources,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,956,3,261,51,0,,,,,,219.5,40.5,,2,,,,118,29,101,19,21,,,,614,,,4,,3,959,10,7309500,10058293.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_71H8nmWES6ot46K,2024,Apex,Asphalt Maintenance,497.38,248.69,84.8,375.12,0,57,84,27,28,111,179.51,74,2.06,0,9.08,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_6Yna0ft2RFp0Iro,2024,Apex,Budgeting,,,,,,,,,,,,,,,,,923542.22,2144845.69,1328866.37,1223565.96,1058350.77,309388.2,13063478.91,1622354.66,442235.43,230353.14,5567353.65,3167849.42,13831882.5,2393609.49,0,2395030.49,0,2395030.49,1512789.64,532355.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3fAAiVjdzx3x9XH,2024,Apex,Emergency Communications,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4532,46335,4,10857,97.64,99.42,,,,,,,,,,,,,,,,0,0,1,,0,0,,56,1,0,4,0,4,336,,1,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_50VrFajidaL5ZLl,2024,Apex,Fire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4886,102,43,2,,,,92,96,402,516,498.6,1250.4,,,,,,,,3,0,27,3,,,,,,,,,,911,818,53591.08,,,11,0,3,96,16,358300.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1SpmUu6lrK6DtIt,2024,Apex,Fleet Maintenance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,131,195,32,7,17,3,16,37,79,142,524.1,871.8,230.55,62.1,166.4,27.5,406.35,392.8,314.25,44,122,222,52,20,39,4,100,108,71,601543.3,1341437,183289,37088,81460,13639,97908.4,157338,4178.1,33901,47593,70953,11628,2535,6166,1091,5740,13397,28764,12.26,6.66,5.58,9.25,7.28,7.64,10.66,8.68,8.7,10.48,176,923.4,6.58,218,1385076,3137.85,1773,1507,208,3.04,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_5eHgNIFo43ibeAV,2024,Apex,Parks and Recreation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496.6,13,23,3,0,27,47.5,1,50,4,,1,0,1,67.9,52,1,1,27101,16465,52278,5673,22992,0.02,0,8,53,76,9,84,1459,60.75,28512.39,874517.35,3834473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_5oh0hCCsswe1su5,2024,Apex,Police Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,0,,3,0,105,14.75,100349.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_5lgxdSgjJmt4owx,2024,Apex,Recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4238,4238,36.37,1051,259,2818,110,,,,,,,10,,,24850,25027,,,0,24912,36.92,,1921,,0,0,,,,,,,,,,,,,,,,,,,,,,
