Code,Name,Definition
qps13_1,Percentage of high priority calls responded within 10 minutes,"[Total number of high priority calls for which the time elapsed from dispatch received by the police department to arrival on scene was 10 minutes or less. This includes the time that Priority One calls were held in a queue. The department may use their own definition of high-priority. In general, we define high-priority as calls limited only to shootings (to include active shooter and terrorist threat), stabbings, traffic accidents involving injury or death, armed robberies, in-progress assaults/sexual assaults, and in-progress domestic violence/abuse.] divided by [High Priority Calls] multiplied by [100]"
qps14_1,Reported car crashes per capita (x1000),"[Total number of DMV349 reports generated in the fiscal year.] divided by [Population] multiplied by [1,000]"
qps15_1,Traffic stops per capita (x1000),"[Total number of traffic stops in the fiscal year] divided by [Population] multiplied by [1,000]"
qps16_1,Misdemeanor arrests per capita (x1000),"[Total number of arrests in the fiscal year where a misdemeanor charge was the highest offense. Note: The arrests are counted by person and not by charges. For example: 1 person charged with 2 misdemeanors will show 1 arrest. 1 person charged with 1 misdemeanor and 2 felonies will show 1 arrest for the misdemeanor and 1 arrest for the felonies.] divided by [Population] multiplied by [1,000]"
qps17_1,Felony arrests per capita (x1000),"[Total number of arrests made in the fiscal year where a felony charge was the highest offense. Note: The arrests are counted by person and not by charges. For example: 1 person charged with 2 misdemeanors will show 1 arrest. 1 person charged with 1 misdemeanor and 2 felonies will show 1 arrest for the misdemeanor and 1 arrest for the felonies] divided by [Population] multiplied by [1,000]"
qps18_1,Warrants served per capita (x1000),"[Total number of individuals who were served with a warrant in the fiscal year.] divided by [Population] multiplied by [1,000]"
qps20_1,Officer injuries per available FTE,[Total number of officer injuries as per internal incident reports submitted to OSHA/IA in the fiscal year.] divided by [Available sworn officer FTEs] multiplied by [1]
qps22_2,Population served per approved sworn officer FTE,[Population] divided by [Approved sworn officer FTEs]
qps25_1,Ratio of approved civilian to sworn officer FTEs,"[Total approved civilian (non-sworn) full-time equivalents (FTEs), filled or unfilled (including administrative positions), for the fiscal year. This metric includes all approved, regularly scheduled full-time positions and regular part-time positions that are eligible for full benefits (but does not include seasonal or part-time positions that are not eligible for full benefits)] divided by [Approved sworn officer FTEs] multiplied by [1]"
qps26_1,Police service personnel expenses as a percentage of total expenses,"[Total amount of personnel expenses for police services in the fiscal year. This amount includes gross earnings (all salaries and wages) of permanent and temporary employees subject to the Federal Insurance Contributions Act (FICA), the unitâ€™s share of all overtime and holiday pay, longevity pay, allowances, supplemental retirement income, Social Security taxes, retirement contributions, hospital and medical insurances, disability insurances, unemployment compensation, workersâ€™-compensation contributions, deferred compensation, and other benefits. ] divided by [Total police service expenses] multiplied by [100]"
qps27_1,Total police service expenses,[Personnel expenses for Police Service] + [Operational expenses for Police Service]
qps27_2,Total police service expenses per capita,[Personnel expenses for Police Service] + [Operational expenses for Police Service] divided by [Population]
qre01,Tons of residential recycling collected,"Total tons of curbside recyclables collected by municipality crews, private haulers, and drop-off sites in the fiscal year."
qre02,Collection points receiving curbside recycling service,Total number of collection points receiving curbside recycling service by municipality-provided and contracted recycling services in the fiscal year.
qre03,Participation rate in curbside recycling service,Percentage of customers participating in the curbside recycling program in the fiscal year. Participation is defined as customers who have a recycling cart and use it.
qre04,Diversion rate,Percentage of recycling that has been diverted. The tons of material recycled (commingled + yard waste/compost) is divided by the total tons of material collected and multiplied by a hundred.
qre05,Disposal cost for recycling,Total tipping fee for recycling processing in the fiscal year.
qre06,Requests for residential recycling pickup outside of normal routing schedule,Total number of times during the fiscal year that a truck was dispatched to pick up recycling at a missed collection point or to retrieve recycling upon request.
qre07,Complaints for household recycling,"Total number of complaints received, regardless of validity, in the fiscal year."
qre08,Valid complaints for household recycling,Total number of complaints in the fiscal year that are categorized as valid by the solid waste department due to an error of the collection crew.
qre09,Staff injuries during recycling operation,Total number of reported work-related injuries (minor and major) that occurred in recycling operations in the fiscal year.
qre10,Approved Household Recycling FTEs,"Total approved household recycling full-time equivalents (FTEs), filled or unfilled, for the fiscal year. This metric includes all approved, regularly scheduled full-time positions and regular part-time positions that are eligible for full benefits (but does not include seasonal or part-time positions that are not eligible for full benefits)."
qre13,Personnel expenses for Household Recycling,"Total amount of personnel expenses for household recycling in the fiscal year. This amount includes gross earnings (all salaries and wages) of permanent and temporary employees subject to the Federal Insurance Contributions Act (FICA), the unitâ€™s share of all overtime and holiday pay, longevity pay, allowances, supplemental retirement income, Social Security taxes, retirement contributions, hospital and medical insurances, disability insurances, unemployment compensation, workersâ€™-compensation contributions, deferred compensation, and other benefits."
qre14,Operational expenses for Household Recycling,"Total amount of operational expenses for household recycling in the fiscal year. This amount includes noncapital-outlay for equipment, tools, and software; expenses related to property or materials purchased for resale or the cost of goods sold; fees for training, travel, property maintenance, repairs, licenses, advertising, purchases, rentals, memberships, dues, utilities, data management/processing, MIS and GIS technologies, contracted services, contract administration, fuel, fleet maintenance, special programs, sublet work; and all other operating expenses"
qre01_1,Tons of residential recycling collected per capita,"[Total tons of curbside recyclables collected by municipality crews, private haulers, and drop-off sites in the fiscal year] divided by [Population] multiplied by [1]"
qre01_2,Tons of residential recycling collected per approved FTE,"[Total tons of curbside recyclables collected by municipality crews, private haulers, and drop-off sites in the fiscal year] divided by [Approved Household Recycling FTEs] multiplied by [1]"
qre02_1,Collection points receiving curbside recycling service per capita,[Total number of collection points receiving curbside recycling service by municipality-provided and contracted recycling services in the fiscal year] divided by [Population] multiplied by [1]
qre05_1,Disposal cost for recycling per ton,[Total tipping fee for recycling processing in the fiscal year] divided by [Tons of residential recycling collected] multiplied by [1]
qre06_1,Requests for recycling pickup outside of normal routing schedule per collection point,[Total number of times during the fiscal year that a truck was dispatched to pick up recycling at a missed collection point or to retrieve recycling upon request] divided by [Collection points receiving curbside recycling service] multiplied by [1]
qre07_1,Complaints for household recycling per collection point,"[Total number of complaints received, regardless of validity, in the fiscal year] divided by [Collection points receiving curbside recycling service] multiplied by [1]"
qre08_1,Valid complaints for household recycling as a percentage of total complaints,"[Total number of complaints in the fiscal year that are categorized as valid by the solid waste department due to an error of the collection crew] divded by [Total number of complaints received, regardless of validity, in the fiscal year] multiplied by [100]"
qre09_2,Staff injuries during recycling per ton,[Staff injuries during recycling operation] divided by [Tons of residential recycling collected]
qre10_2,Population served per approved household recycling FTE,[Population] divided by [Approved Household Recycling FTEs] multiplied by [1]
qre13_1,Household recycling personnel expenses as a percentage of total expenses,"[Total amount of personnel expenses for household recycling in the fiscal year. This amount includes gross earnings (all salaries and wages) of permanent and temporary employees subject to the Federal Insurance Contributions Act (FICA), the unitâ€™s share of all overtime and holiday pay, longevity pay, allowances, supplemental retirement income, Social Security taxes, retirement contributions, hospital and medical insurances, disability insurances, unemployment compensation, workersâ€™-compensation contributions, deferred compensation, and other benefits. ] divided by [Total household recycling expenses] multiplied by [100]"
qre14_1,Total household recycling expenses,[(Personnel expenses for Household Recycling) + (Operational expenses for Household Recycling)]
qre14_2,Total household recycling expenses per capita,[(Personnel expenses for Household Recycling) + (Operational expenses for Household Recycling)] divided by [Population] multiplied by [1]
qre14_3,Total household recycling expenses per ton,[(Personnel expenses for Household Recycling) + (Operational expenses for Household Recycling)] divided by [Tons of residential recycling collected] multiplied by [1]
qrr01,Tons of residential refuse collected,"Total number of tons collected annually, including bulky items (e.g., furniture), by residential refuse crews in the fiscal year. This number does not include white goods."
qrr02,Collection points for refuse collection,"Total number of active addresses serviced by residential refuse crews in the fiscal year, including single-family, multifamily, and central business districts with curbside rollout service."
qrr03,Runs per week,"Total number of routes, both municipality-run and contract, per week. Each route is counted each time it runs. The same route that occurs on multiple days is counted as multiple routes."
qrr04,Route mileage for residential refuse collection,Total aggregate of miles for all routes in the fiscal year. These are the miles assigned or driven from a routing station to provide collection service.
qrr05,Requests for residential refuse pickup outside of normal routing schedule,Total number of times during the year that a truck was dispatched to pick up trash at a missed collection point or to retrieve refuse upon request.
qrr06,Distance to residential refuse transfer station,"Distance from the dispatch center to a landfill, incinerator, or transfer station (only using the one-way mileage)."
qrr07,Complaints for Residential Refuse Collection,"Total number of complaints received for residential refuse collection (not including bulk collection), regardless of validity, in the fiscal year."
qrr08,Valid complaints for Residential Refuse Collection,Total number of residential refuse complaints in the fiscal year that are categorized as valid by the solid waste department due to an error of the collection crew.
qrr09,Staff injuries during residential refuse collection operation,Total number of reported work-related injuries (minor and major) in residential refuse operations in the fiscal year.
qrr10,Approved Residential Refuse Collection FTEs,"Total residential refuse collection full-time equivalents (FTEs), filled or unfilled, approved for the fiscal year. This metric includes all approved, regularly scheduled full-time positions and regular part-time positions that are eligible for full benefits (but does not include seasonal or part-time positions that are not eligible for full benefits)."
qrr13,Personnel expenses for Residential Refuse Collection,"Total amount of personnel expenses for residential refuse collection in the fiscal year. This amount includes gross earnings (all salaries and wages) of permanent and temporary employees subject to the Federal Insurance Contributions Act (FICA), the unitâ€™s share of all overtime and holiday pay, longevity pay, allowances, supplemental retirement income, Social Security taxes, retirement contributions, hospital and medical insurances, disability insurances, unemployment compensation, workersâ€™-compensation contributions, deferred compensation, and other benefits."
qrr14,Operational expenses for Residential Refuse Collection,"Total amount of operational expenses for for residential refuse collection in the fiscal year. This amount includes noncapital-outlay for equipment, tools, and software; expenses related to property or materials purchased for resale or the cost of goods sold; fees for training, travel, property maintenance, repairs, licenses, advertising, purchases, rentals, memberships, dues, utilities, data management/processing, MIS and GIS technologies, contracted services, contract administration, fuel, fleet maintenance, special programs, sublet work; and all other operating expenses."
qrr01_1,Tons of residential refuse collected per capita,"[Total number of tons collected annually, including bulky items (e.g., furniture), by residential refuse crews in the fiscal year. This number does not include white goods] divided by [Population] multiplied by [1]"
qrr01_2,Tons of residential refuse collected per approved FTE,"[Total number of tons collected annually, including bulky items (e.g., furniture), by residential refuse crews in the fiscal year. This number does not include white goods] divided by [Approved Residential Refuse Collection FTEs] multiplied by [1]"
qrr02_1,Collection points for residential refuse per capita,"[Total number of active addresses serviced by residential refuse crews in the fiscal year, including single-family, multifamily, and central business districts with curbside rollout service] divided by [Population] multiplied by [1]"
qrr04_1,Route mileage per ton of residential refuse collected,"[Total aggregate of miles for all routes in the fiscal year. These are the miles assigned or driven from a routing station to provide collection service.] divded by [Total number of tons collected annually, including bulky items (e.g., furniture), by residential refuse crews in the fiscal year. This number does not include white goods.] multiplied by [1]"
qrr05_1,Requests for residential refuse pickup outside of normal routing schedule per collection point,"[Total number of times during the year that a truck was dispatched to pick up trash at a missed collection point or to retrieve refuse upon request.] divded by [Total number of active addresses serviced by residential refuse crews in the fiscal year, including single-family, multifamily, and central business districts with curbside rollout service.] multiplied by [1]"
qrr07_1,Complaints for Residential Refuse Collection per collection point,"[Total number of complaints received for residential refuse collection (not including bulk collection), regardless of validity, in the fiscal year.] divded by [Total number of active addresses serviced by residential refuse crews in the fiscal year, including single-family, multifamily, and central business districts with curbside rollout service.] multiplied by [1]"
qrr08_1,Valid complaints for residential refuse as a percentage of total complaints,"[Total number of residential refuse complaints in the fiscal year that are categorized as valid by the solid waste department due to an error of the collection crew.] divded by [Total number of complaints received for residential refuse collection (not including bulk collection), regardless of validity, in the fiscal year.] multiplied by [100]"
qrr09_2,Staff injuries during residential refuse collection per ton,[Staff injuries during residential refuse collection operation] divided by [Tons of residential refuse collected]
qrr10_2,Population served per approved residential refuse collection FTEs,[Population] divded by [Approved Residential Refuse Collection FTEs] multiplied by [1]
qrr13_1,Residential refuse personnel expenses as a percentage of total expenses,"[Total amount of personnel expenses for residential refuse collection in the fiscal year. This amount includes gross earnings (all salaries and wages) of permanent and temporary employees subject to the Federal Insurance Contributions Act (FICA), the unitâ€™s share of all overtime and holiday pay, longevity pay, allowances, supplemental retirement income, Social Security taxes, retirement contributions, hospital and medical insurances, disability insurances, unemployment compensation, workersâ€™-compensation contributions, deferred compensation, and other benefits. ] divided by [Total residential refuse collection expenses] multiplied by [100]"
qrr14_1,Total residential refuse collection expenses,[Personnel expenses for Residential Refuse Collection] + [Operational expenses for Residential Refuse Collection]
qrr14_2,Total household refuse expenses per capita,[(Personnel expenses for Residential Refuse Collection) + (Operational expenses for Residential Refuse Collection)] divided by [Population] multiplied by [1]
qrr14_3,Total household refuse expenses per ton,"[Personnel expenses for Residential Refuse Collection] + [Operational expenses for Residential Refuse Collection] divided by [Total number of tons collected annually, including bulky items (e.g., furniture), by residential refuse crews in the fiscal year. This number does not include white goods.] multiplied by [1]"
qww01,Treatment capacity,Total treatment capacity for wastewater in millions of gallons per day (MGD).
qww02,Treated wastewater discharged,Total volume of discharged wastewater from all system treatment plants (including wastewater received from other municipalities) in millions of gallons per day (MGD).
qww03,Wastewater billed,Total volume of wastewater billed in millions of gallons per day (MGD).
qww04,Volume of treatment outsourced,Total volume of wastewater sent for treatment to external treatment systems in millions of gallons per day (MGD).
qww05,Treatment facilities,Total number of wastewater treatment facilities.
qww06,Pump stations for wastewater,Total number of wastewater pump stations.
qww07,Residential customer accounts,Total number of unique customer accounts that are residential.
qww08,Other accounts,"Total number of unique customer accounts that are not residential, including commercial, industrial, and wholesale accounts."
qww09,Electricity used,Total kilowatt-hours (kWh) of electricity usage in the fiscal year for collection system pump stations and treatment plants.
qww10,Non-potable reuse,"Total volume of wastewater treated for reuse in non-potable purposes in millions of gallons per day (MGD). This may include treated wastewater used for landscaping, industrial use, cooling towers, etc."
qww11,Indirect potable reuse,"Total volume of wastewater treated and discharged, in millions of gallons per day (MGD), into an environmental buffer, such as a lake, river, or a groundwater aquifer, before the water is treated at a drinking water treatment plant. (https://www.epa.gov/ground-water-and-drinking-water/potable-water-reuse-and-drinking-water)"
qww12,Average Dry Weather flow (ADWF),"Average Dry Weather Flow (ADWF), based on the highest average daily flow from a one to two week period during seasonal high groundwater without precipitation. This metric includes domestic wastewater and infiltration."
qww13,Average Wet Weather Flow (AWWF),"Average Wet Weather Flow (AWWF), based on the average daily flow during a period of significant rainfall (excluding significant commercial and industrial flow). A significant rain event is defined as a 3-inch rainfall (in dry months) or a 2-inch rainfall (in wet months) during a twelve-hour period (at a minimum, this kind of event causes temporary flash flooding)."
qww14,Dry sewer overflow,Total annual volume of dry-weather sewer overflow in gallons.
qww15,Wet sewer overflow,Total annual volume of wet-weather sewer overflow in gallons.
qww16,Sanitary Sewer Overflows (SSO),"Total number of spills or discharges (known as sanitary sewer overflows, or SSOs), escaping from the stormwater system to the external environment in the fiscal year."
qww17,Average Response time to SSO,"Average time to respond to, repair, or mitigate an SSO in minutes."
qww18,Combined Sewer Overflows (CSO),Total number of spills or discharges escaping from the stormwater and sewer system to the external environment in the fiscal year.
qww19,Average Response time to CSO,"Average time to respond to, repair, or mitigate an CSO in minutes."
qww20,Total inch diameter-miles of gravity pipe (idm),"Total inch diameter-miles (idm) of gravity pipe. To calculate idm, multiply the miles of each section of pipe by its diameter and add all the sections. For example, for a system that has 36 miles of 4-inch diameter laterals, 36 miles of 8-inch diameter, 6 miles of 10-inch diameter, and 6 miles of 12-inch diameter gravity sewers, the total number of inch diameter-miles is: 36x4 + 36x8 + 6x10 + 6x12 = 564 inch diameter-miles. Data entry for this metric is optional."
qww21,Miles of gravity sewer main line,Total number of sewer-line miles functioning on gravity.
qww22,Miles of forced sewer main line,Total number of sewer-line miles functioning with mechanical equipment.
qww23,Dry weight of biosolids produced,Dry weight of biosolids produced as a result of treatment.
qww24,Dry weight of biosolids reused,"Dry weight of biosolids reused. Reuse includes composting, pellets, land application, and other methods. It does not include incineration or landfill."
qww25,Percentage of BOD removed,Percentage of Biological Oxygen Demand (BOD) removed from wastewater.
qww26,Percentage of TSS removed,Percentage of Total Suspended Solids (TSS) removed from wastewater.
qww27,Regulatory violations for the treatment system,Total number of violations of state or federal regulations for only the wastewater treatment portion of the system.
qww28,Regulatory violations for the collection system,Total number of violations of state or federal regulations for only the wastewater collection portion of the system.
qww29,Flow violations,Total number of flow violations in the fiscal year.
qww30,Limits violations,Total number of limits violations in the fiscal year.
qww31,Approved Wastewater Services FTEs,"Total number of full-time equivalents (FTEs), filled or unfilled, approved for wastewater services for the fiscal year. This metric includes all approved, regularly scheduled full-time positions and regular part-time positions that are eligible for full benefits (but does not include seasonal or part-time positions that are not eligible for full benefits)."
qww34,Personnel expenses for Wastewater Services,"Total amount of personnel expenses for wastewater services in the fiscal year. This amount includes gross earnings (all salaries and wages) of permanent and temporary employees subject to the Federal Insurance Contributions Act (FICA), the unitâ€™s share of all overtime and holiday pay, longevity pay, allowances, supplemental retirement income, Social Security taxes, retirement contributions, hospital and medical insurances, disability insurances, unemployment compensation, workersâ€™-compensation contributions, deferred compensation, and other benefits."
qww35,Operational expenses for Wastewater Services,"Total amount of operational expenses for wastewater services in the fiscal year. This amount includes noncapital-outlay for equipment, tools, and software; expenses related to property or materials purchased for resale or the cost of goods sold; fees for training, travel, property maintenance, repairs, licenses, advertising, purchases, rentals, memberships, dues, utilities, data management/processing, MIS and GIS technologies, contracted services, contract administration, fuel, fleet maintenance, special programs, sublet work; and all other operating expenses."
qww01_1,Treatment capacity per capita (x1000),"[Total treatment capacity for wastewater in millions of gallons per day (MGD).] divided by [Population] multiplied by [1,000]"
qww02_1,Treated wastewater discharged as a percentage of capacity,[Total volume of discharged wastewater from all system treatment plants (including wastewater received from other municipalities) in millions of gallons per day (MGD).] divided by [Total treatment capacity for wastewater in millions of gallons per day (MGD).] multiplied by [100]
qww02_2,Wastewater treated per approved wastewater FTE,[Total volume of discharged wastewater from all system treatment plants (including wastewater received from other municipalities) in millions of gallons per day (MGD).] divided by [Approved Wastewater Services FTEs] multiplied by [1]
qww03_1,Wastewater billed as a percentage of wastewater treated,[Total volume of wastewater billed in millions of gallons per day (MGD).] divided by [Total volume of discharged wastewater from all system treatment plants (including wastewater received from other municipalities) in millions of gallons per day (MGD).] multiplied by [100]
qww04_1,Volume of treatment outsourced as a percentage of wastewater treated,[Total volume of wastewater sent for treatment to external treatment systems in millions of gallons per day (MGD).] divided by [Total volume of discharged wastewater from all system treatment plants (including wastewater received from other municipalities) in millions of gallons per day (MGD).] multiplied by [100]
qww05_1,MGD of capacity per treatment facility,[Total treatment capacity for wastewater in millions of gallons per day (MGD).] divided by [Total number of wastewater treatment facilities.] multiplied by [1]
qww06_1,MGD of capacity per pump station,[Total treatment capacity for wastewater in millions of gallons per day (MGD).] divided by [Total number of wastewater pump stations.] multiplied by [1]
qww07_1,Residential customer accounts per capita,[Total number of unique customer accounts that are residential.] divided by [Population] multiplied by [1]
qww09_1,Electricity used per MGD of wastewater treated,[Total kilowatt-hours (kWh) of electricity usage in the fiscal year for collection system pump stations and treatment plants.] divided by [Total volume of discharged wastewater from all system treatment plants (including wastewater received from other municipalities) in millions of gallons per day (MGD).] multiplied by [1]
qww10_1,Non-potable reuse as a percentage of wastewater treated,"[Total volume of wastewater treated for reuse in non-potable purposes in millions of gallons per day (MGD). This may include treated wastewater used for landscaping, industrial use, cooling towers, etc.] divided by [Total volume of discharged wastewater from all system treatment plants (including wastewater received from other municipalities) in millions of gallons per day (MGD).] multiplied by [100]"
qww11_1,Indirect potable reuse as a percentage of wastewater treated,"[Total volume of wastewater treated and discharged, in millions of gallons per day (MGD), into an environmental buffer, such as a lake, river, or a groundwater aquifer, before the water is treated at a drinking water treatment plant. (https://www.epa.gov/ground-water-and-drinking-water/potable-water-reuse-and-drinking-water)] divided by [Total volume of discharged wastewater from all system treatment plants (including wastewater received from other municipalities) in millions of gallons per day (MGD).] multiplied by [100]"
qww14_1,Dry sewer overflow per MGD of wastewater treated,[Total annual volume of dry-weather sewer overflow in gallons.] divided by [Total volume of discharged wastewater from all system treatment plants (including wastewater received from other municipalities) in millions of gallons per day (MGD).] multiplied by [1]
qww15_1,Wet sewer overflow per MGD of wastewater treated,[Total annual volume of wet-weather sewer overflow in gallons.] divided by [Total volume of discharged wastewater from all system treatment plants (including wastewater received from other municipalities) in millions of gallons per day (MGD).] multiplied by [1]
qww16_1,Sanitary Sewer Overflows (SSO) per MGD of wastewater treated,"[Total number of spills or discharges (known as sanitary sewer overflows, or SSOs), escaping from the stormwater system to the external environment in the fiscal year.] divided by [Total volume of discharged wastewater from all system treatment plants (including wastewater received from other municipalities) in millions of gallons per day (MGD).] multiplied by [1]"
qww18_1,Combined Sewer Overflows (CSO) per MGD of wastewater treated,[Total number of spills or discharges escaping from the stormwater and sewer system to the external environment in the fiscal year.] divided by [Total volume of discharged wastewater from all system treatment plants (including wastewater received from other municipalities) in millions of gallons per day (MGD).] multiplied by [1]
qww20_1,Total inch diameter-miles of gravity pipe (idm) per residential account,"[Total inch diameter-miles (idm) of gravity pipe. To calculate idm, multiply the miles of each section of pipe by its diameter and add all the sections. For example, for a system that has 36 miles of 4-inch diameter laterals, 36 miles of 8-inch diameter, 6 miles of 10-inch diameter, and 6 miles of 12-inch diameter gravity sewers, the total number of inch diameter-miles is: 36x4 + 36x8 + 6x10 + 6x12 = 564 inch diameter-miles. Data entry for this metric is optional.] divided by [Total number of unique customer accounts that are residential.] multiplied by [1]"
qww21_1,Miles of gravity sewer main line as a percentage of total sewer main line,[Total number of sewer-line miles functioning on gravity.] divided by [(Miles of gravity sewer main line) + (Miles of forced sewer main line)]
qww22_1,Total miles of sewer main line,[(Miles of gravity sewer main line) + (Miles of forced sewer main line)]
qww23_1,Dry weight of biosolids produced per MGD of wastewater treated,[Dry weight of biosolids produced as a result of treatment.] divided by [Total volume of discharged wastewater from all system treatment plants (including wastewater received from other municipalities) in millions of gallons per day (MGD).] multiplied by [1]
qww24_1,Dry weight of biosolids reused as a percentage of biosolids produced,"[Dry weight of biosolids reused. Reuse includes composting, pellets, land application, and other methods. It does not include incineration or landfill.] divided by [Dry weight of biosolids produced as a result of treatment.] multiplied by [100]"
qww27_1,Regulatory violations for the treatment system per MGD of wastewater treated,[Total number of violations of state or federal regulations for only the wastewater treatment portion of the system.] divided by [Total volume of discharged wastewater from all system treatment plants (including wastewater received from other municipalities) in millions of gallons per day (MGD).] multiplied by [1]
qww28_1,Regulatory violations for the collection system per MGD of wastewater treated,[Total number of violations of state or federal regulations for only the wastewater collection portion of the system.] divided by [Total volume of discharged wastewater from all system treatment plants (including wastewater received from other municipalities) in millions of gallons per day (MGD).] multiplied by [1]
qww29_1,Flow violations per MGD of wastewater treated,[Total number of flow violations in the fiscal year.] divided by [Total volume of discharged wastewater from all system treatment plants (including wastewater received from other municipalities) in millions of gallons per day (MGD).] multiplied by [1]
qww30_1,Limits violations per MGD of wastewater treated,[Total number of limits violations in the fiscal year.] divided by [Total volume of discharged wastewater from all system treatment plants (including wastewater received from other municipalities) in millions of gallons per day (MGD).] multiplied by [1]
qww31_2,Population served per approved wastewater FTE,"[Population] divided by [Total number of full-time equivalents (FTEs), filled or unfilled, approved for wastewater services for the fiscal year. This metric includes all approved, regularly scheduled full-time positions and regular part-time positions that are eligible for full benefits (but does not include seasonal or part-time positions that are not eligible for full benefits)] multiplied by [1]"
qww34_1,Wastewater personnel expenses as a percentage of total expenses,"[Total amount of personnel expenses for wastewater services in the fiscal year. This amount includes gross earnings (all salaries and wages) of permanent and temporary employees subject to the Federal Insurance Contributions Act (FICA), the unitâ€™s share of all overtime and holiday pay, longevity pay, allowances, supplemental retirement income, Social Security taxes, retirement contributions, hospital and medical insurances, disability insurances, unemployment compensation, workersâ€™-compensation contributions, deferred compensation, and other benefits.] divided by [(Personnel expenses for Wastewater Services) + (Operational expenses for Wastewater Services)] multiplied by [1]"
qww35_1,Total wastewater service expenses,[(Personnel expenses for Wastewater Services) + (Operational expenses for Wastewater Services)]
qww35_2,Total wastewater service expenses per capita,[(Personnel expenses for Wastewater Services) + (Operational expenses for Wastewater Services)] divided by [Population] multiplied by [1]
qww35_3,Total wastewater service expenses per MGD of wastewater treated,[(Personnel expenses for Wastewater Services) + (Operational expenses for Wastewater Services)] divided by [Total volume of discharged wastewater from all system treatment plants (including wastewater received from other municipalities) in millions of gallons per day (MGD).] multiplied by [1]
qws01,Surface water sourced,"Total amount of water, in millions of gallons per day (MGD), sourced or withdrawn from  a surface source (e.g., river, reservoir, intake) in the fiscal year. 0 is entered if no water is sourced from surface sources. 
"
qws02,Surface water purchased,"Total amount of water sourced from a surface source (e.g., river, reservoir, intake), in millions of gallons per day (MGD), purchased by the system in the fiscal year. 0 is entered if no water is sourced from surface sources. 
"
qws03,Groundwater Under Direct Influence (GU) sourced,"Total amount of water, in millions of gallons per day (MGD), sourced or withdrawn from Groundwater Under (GU) Direct Influence sources that provide water under the direct influence of surface water (e.g., unprotected well or springs) in the fiscal year. 0 is entered if no water is sourced from the  GU sources."
qws04,Groundwater Under Direct Influence (GU) purchased,"Total amount of water sourced from Groundwater Under (GU) Direct Influence sources, in millions of gallons per day (MGD), purchased by the system in the fiscal year. 0 is entered if no water is sourced from the  GU sources."
qws05,Groundwater (GW) sourced,"Total amount of water, in millions of gallons per day (MGD), sourced or withdrawn from Groundwater (GW) source that is not under the direct influence of surface water (e.g., protected wells). 0 is entered if no water is sourced from the ground sources."
qws06,Groundwater (GW) purchased,"Total amount of water sourced from Growndwater (GW) sources, in millions of gallons per day (MGD), purchased by the system in the fiscal year. 0 is entered if no water is sourced from the ground sources."
qws07,Raw water purchased,"Total amount of raw (untreated) water, in millions of gallons per day (MGD), purchased from other sources in the fiscal year. 0 is entered if no raw water is purchased from outside sources."
qws08,Finished water treated,"Total amount of finished water, in millions of gallons per day (MGD), at treatment plants in the fiscal year."
qws09,Finished water purchased,"Total amount of finished water, in millions of gallons per day (MGD), purchased from other sources in the fiscal year. 0 is entered if no finished water is purchased from outside sources."
qws10,Non-potable recycled water produced,"Total amount of recycled or reused water, in millions of gallons per day (MGD), produced in the fiscal year. This water is typically used for landscaping, industrial use, cooling towers, aquifer recharge, etc. 0 is entered if no water is recycled or reused."
qws11,Purchased non-potable recycled or reused water,"Total amount of recycled or reused water purchased from external sources, in millions of gallons per day (MGD) in the fiscal year. This water is typically used for landscaping, industrial use, cooling towers, aquifer recharge, etc. 0 is entered if no water is recycled or reused."
qws12,Water desalinated,"Total amount of water desalinated, in millions of gallons per day (MGD) . 0 is entered if no water is desalinated."
qws13,Billed water,"Total amount of billed water, in millions of gallons per day (MGD), in the fiscal year."
qws14,Capacity,"Total permitted water capacity, in millions of gallons per day (MGD), in the fiscal year."
qws15,Filter run time,Total service hours of water filters in the fiscal year.
qws16,Filter run volume,Total amount of furnished water with filters in millions of gallons in the fiscal year.
qws17,Electricity use,Total kWh electricity usage only in water treatment/distribution facilities in the fiscal year.
qws18,Filtration plants,Total number of water filtration plants.
qws19,Pump stations,Total number of water pump stations.
qws20,Miles of pipe,Total miles of water-main lines in the water system at the end of the fiscal year.
qws21,Inch diameter-miles of pipe,"Total inch diameter-miles of pipe (idm). To calculate this metric, multiply the miles of each section of pipe by its diameter and add all the sections. For example, for a system that has 36 miles of 4-inch diameter laterals, 36 miles of 8-inch diameter, 6 miles of 10-inch diameter, and 6 miles of 12-inch diameter, the total number of inch diameter-miles is: 36x4 + 36x8 + 6x10 + 6x12 = 564 inch diameter-miles. Data entry for this metric is optional."
qws22,Residential meters,"Total number of residential meters, using a best estimate."
qws23,Other meters,"Total number of non-residential meters, such as commercial, institutional, and industrial meters, using a best estimate."
qws24,Average turbidity,Average NTU (Nephelometric Turbidity Units) for finished water at the treatment plant in the fiscal year.
qws25,Maximum turbidity,Maximum NTU (Nephelometric Turbidity Units) for finished water at the treatment plant in the fiscal year.
qws26,Maximum chlorine concentration,Maximum parts per million (ppm) of chlorine concentration detected in finished water in the fiscal year.
qws27,Maximum fluoride concentration,Maximum parts per million (ppm) of fluoride concentration detected in finished water in the fiscal year.
qws28,Maximum iron concentration,Maximum parts per million (ppm) of iron concentration detected in finished water in the fiscal year.
qws29,Maximum THM,Maximum trihalomethanes (THM) parts per billion (ppb) detected  in finished water in the fiscal year.
qws30,Maximum Coliform,Maximum number of coliform colonies per 100 milliliters of finished water (including fecal coliform and E. coli) detected in the system in the fiscal year.
